order_id,customer_id,date,product,category,price,quantity,discount,total_value,payment_method,channel,status,customer_type,gender,city,state,region,shipping_days,rating,is_returning
ORD100145,CUST1171,2025-06-22,Mesa Escritório,Móveis,1100.89,2,0.1,1981.6,Pix,Marketplace,Entregue,Recorrente,Feminino,Goiânia,GO,Centro-Oeste,7,5.0,False
ORD100043,CUST1043,2025-06-22,Livro,Livros,66.13,1,0.0,66.13,Cartão de Débito,Site,Entregue,Novo,Não informado,São Paulo,SP,Sudeste,5,2.0,False
ORD100135,CUST1085,2025-06-24,Teclado Mecânico,Eletrônicos,346.06,4,0.15,1176.6,Pix,Site,Cancelado,Recorrente,Não informado,São Paulo,SP,Sudeste,10,4.0,True
ORD100131,CUST1164,2025-06-24,Notebook Pro 15,Eletrônicos,4098.66,3,0.1,11066.38,Cartão de Crédito,Site,Entregue,Novo,Feminino,Recife,PE,Nordeste,8,5.0,False
ORD100189,CUST1195,2025-06-27,Mesa Escritório,Móveis,1214.88,1,0.0,1214.88,Cartão de Crédito,Marketplace,Cancelado,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,15,4.0,False
ORD100033,CUST1160,2025-06-28,Camiseta,Roupas,91.32,2,0.0,182.64,Boleto,Site,Entregue,Recorrente,Não informado,Goiânia,GO,Centro-Oeste,1,5.0,False
ORD100070,CUST1134,2025-06-28,Smartphone X,Eletrônicos,2761.66,1,0.05,2623.58,Cartão de Débito,Aplicativo,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,15,5.0,False
ORD100188,CUST1079,2025-07-01,Mouse Gamer,Eletrônicos,190.34,1,0.1,171.31,Boleto,Aplicativo,Entregue,Novo,Feminino,Porto Alegre,RS,Sul,6,2.0,False
ORD100036,CUST1011,2025-07-02,Notebook Pro 15,Eletrônicos,3990.01,2,0.0,7980.02,Cartão de Crédito,Marketplace,Cancelado,Novo,Não informado,Belo Horizonte,MG,Sudeste,9,4.0,False
ORD100233,CUST1004,2025-07-03,Smartphone X,Eletrônicos,2541.27,2,0.1,4574.29,Cartão de Débito,Site,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,12,5.0,False
ORD100247,CUST1178,2025-07-05,Smartphone X,Eletrônicos,3029.57,2,0.05,5756.18,Boleto,Aplicativo,Em transporte,Novo,Feminino,Belo Horizonte,MG,Sudeste,12,5.0,False
ORD100127,CUST1114,2025-07-05,Monitor 27,Eletrônicos,1693.75,4,0.0,6775.0,Pix,Site,Entregue,Recorrente,Não informado,Rio de Janeiro,RJ,Sudeste,13,4.0,False
ORD100149,CUST1023,2025-07-07,Teclado Mecânico,Eletrônicos,344.97,1,0.0,344.97,Pix,Marketplace,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,6,5.0,True
ORD100108,CUST1165,2025-07-07,Camiseta,Roupas,82.91,2,0.0,165.82,Boleto,Site,Entregue,Recorrente,Feminino,Recife,PE,Nordeste,10,4.0,False
ORD100236,CUST1012,2025-07-08,Mesa Escritório,Móveis,1141.45,4,0.2,3652.64,Boleto,Marketplace,Cancelado,Recorrente,Masculino,Belo Horizonte,MG,Sudeste,6,5.0,False
ORD100206,CUST1071,2025-07-09,Camiseta,Roupas,88.02,1,0.05,83.62,Boleto,Marketplace,Em transporte,Recorrente,Não informado,Porto Alegre,RS,Sul,14,4.0,True
ORD100026,CUST1062,2025-07-09,Jaqueta,Roupas,270.38,1,0.2,216.3,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,6,4.0,True
ORD100217,CUST1038,2025-07-11,Notebook Pro 15,Eletrônicos,4069.99,1,0.15,3459.49,Boleto,Aplicativo,Entregue,Recorrente,Não informado,Recife,PE,Nordeste,13,5.0,True
ORD100216,CUST1176,2025-07-11,Camiseta,Roupas,87.1,2,0.0,174.2,Pix,Aplicativo,Cancelado,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,14,4.0,False
ORD100100,CUST1152,2025-07-12,Fone Bluetooth,Eletrônicos,239.82,3,0.0,719.46,Cartão de Crédito,Aplicativo,Cancelado,Recorrente,Feminino,Salvador,BA,Nordeste,15,4.0,False
ORD100055,CUST1095,2025-07-14,Camiseta,Roupas,87.22,2,0.1,157.0,Boleto,Site,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,13,3.0,True
ORD100272,CUST1164,2025-07-14,Chocolate,Alimentos,23.98,1,0.1,21.58,Boleto,Marketplace,Entregue,Recorrente,Não informado,Recife,PE,Nordeste,13,5.0,False
ORD100114,CUST1026,2025-07-14,Café Especial,Alimentos,42.57,1,0.2,34.06,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Feminino,Goiânia,GO,Centro-Oeste,5,5.0,False
ORD100225,CUST1006,2025-07-15,Notebook Pro 15,Eletrônicos,3920.16,4,0.0,15680.64,Cartão de Crédito,Site,Cancelado,Novo,Não informado,Salvador,BA,Nordeste,4,4.0,False
ORD100094,CUST1117,2025-07-17,Notebook Pro 15,Eletrônicos,4417.59,1,0.15,3754.95,Cartão de Débito,Site,Cancelado,Recorrente,Feminino,Salvador,BA,Nordeste,12,4.0,False
ORD100014,CUST1159,2025-07-17,Notebook Pro 15,Eletrônicos,3901.71,1,0.2,3121.37,Cartão de Débito,Marketplace,Em transporte,Recorrente,Não informado,São Paulo,SP,Sudeste,11,4.0,True
ORD100286,CUST1062,2025-07-21,Fone Bluetooth,Eletrônicos,238.89,2,0.1,430.0,Cartão de Crédito,Site,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,14,4.0,True
ORD100261,CUST1077,2025-07-21,Livro,Livros,64.07,2,,102.51,Pix,Site,Entregue,Recorrente,Masculino,Fortaleza,CE,Nordeste,3,3.0,False
ORD100269,CUST1058,2025-07-22,Notebook Pro 15,Eletrônicos,4598.47,1,0.15,3908.7,Cartão de Crédito,Site,Entregue,Novo,Masculino,Fortaleza,CE,Nordeste,1,3.0,False
ORD100257,CUST1155,2025-07-24,Monitor 27,Eletrônicos,1513.04,1,0.15,1286.08,Boleto,Marketplace,Entregue,Recorrente,Masculino,Salvador,BA,Nordeste,4,5.0,False
ORD100046,CUST1160,2025-07-31,Jaqueta,Roupas,307.23,1,0.1,276.51,Cartão de Crédito,Site,Entregue,Novo,Masculino,Brasília,DF,Centro-Oeste,3,5.0,False
ORD100234,CUST1160,2025-08-04,Tênis Esportivo,Roupas,379.35,3,0.0,1138.05,Boleto,Marketplace,Entregue,Recorrente,Não informado,Goiânia,GO,Centro-Oeste,9,4.0,False
ORD100035,CUST1119,2025-08-05,Monitor 27,Eletrônicos,1641.26,2,0.0,3282.52,Cartão de Crédito,Site,Cancelado,Novo,Masculino,Fortaleza,CE,Nordeste,5,5.0,False
ORD100031,CUST1143,2025-08-06,Livro,Livros,76.71,3,0.2,184.1,Pix,Site,Cancelado,Recorrente,Feminino,São Paulo,SP,Sudeste,14,4.0,False
ORD100111,CUST1067,2025-08-07,Jaqueta,Roupas,304.48,2,0.2,487.17,Cartão de Débito,Site,Em transporte,Recorrente,Masculino,Brasília,DF,Centro-Oeste,1,5.0,True
ORD100287,CUST1081,2025-08-07,Mouse Gamer,Eletrônicos,176.53,2,0.1,317.75,Cartão de Crédito,Marketplace,Cancelado,Recorrente,Não informado,Fortaleza,CE,Nordeste,10,4.0,False
ORD100124,CUST1172,2025-08-09,Café Especial,Alimentos,42.47,2,0.05,80.69,Boleto,Site,Em transporte,Recorrente,Não informado,Recife,PE,Nordeste,12,5.0,False
ORD100162,CUST1051,2025-08-09,Monitor 27,Eletrônicos,1514.45,4,0.0,6057.8,Cartão de Débito,Aplicativo,Em transporte,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,15,5.0,False
ORD100023,CUST1024,2025-08-11,Café Especial,Alimentos,43.35,4,0.0,173.4,Pix,Aplicativo,Entregue,Recorrente,Masculino,Brasília,DF,Centro-Oeste,8,4.0,False
ORD100086,CUST1127,2025-08-12,Jaqueta,Roupas,283.68,1,0.0,283.68,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Feminino,Salvador,BA,Nordeste,14,5.0,False
ORD100113,CUST1173,2025-08-14,Livro,Livros,63.01,1,0.0,63.01,Cartão de Crédito,Site,Entregue,Recorrente,Feminino,Belo Horizonte,MG,Sudeste,9,3.0,False
ORD100169,CUST1158,2025-08-16,Mesa Escritório,Móveis,1202.06,1,0.15,1021.75,Boleto,Marketplace,Entregue,Recorrente,Não informado,Belo Horizonte,MG,Sudeste,3,,True
ORD100154,CUST1083,2025-08-19,Mouse Gamer,Eletrônicos,170.77,2,0.1,307.39,Cartão de Débito,Site,Cancelado,Novo,Masculino,Brasília,DF,Centro-Oeste,4,5.0,True
ORD100037,CUST1099,2025-08-21,Monitor 27,Eletrônicos,1726.57,3,0.15,4402.75,Boleto,Site,Entregue,Recorrente,Masculino,Recife,PE,Nordeste,15,5.0,False
ORD100060,CUST1066,2025-08-21,Mochila,Acessórios,218.85,2,0.1,393.93,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Não informado,São Paulo,SP,Sudeste,6,5.0,False
ORD100120,CUST1032,2025-08-21,Tênis Esportivo,Roupas,347.5,1,0.1,312.75,Cartão de Crédito,Aplicativo,Entregue,Novo,Feminino,Salvador,BA,Nordeste,4,4.0,True
ORD100258,CUST1021,2025-08-21,Teclado Mecânico,Eletrônicos,360.12,2,0.0,720.24,Cartão de Crédito,Marketplace,Em transporte,Recorrente,Não informado,Salvador,BA,Nordeste,10,5.0,False
ORD100054,CUST1125,2025-08-23,Monitor 27,Eletrônicos,1638.66,2,0.0,3277.32,Boleto,Marketplace,Entregue,Recorrente,Não informado,Salvador,BA,Nordeste,9,4.0,False
ORD100222,CUST1162,2025-08-23,Fone Bluetooth,Eletrônicos,259.74,1,0.0,259.74,Cartão de Crédito,Marketplace,Em transporte,Novo,Não informado,Salvador,BA,Nordeste,10,5.0,False
ORD100091,CUST1035,2025-08-27,Smartphone X,Eletrônicos,2595.6,4,0.2,8305.92,Cartão de Débito,Marketplace,Entregue,Recorrente,Não informado,Porto Alegre,RS,Sul,1,4.0,False
ORD100218,CUST1188,2025-08-28,Mesa Escritório,Móveis,1251.37,2,0.15,2127.33,Cartão de Crédito,Site,Em transporte,Recorrente,Não informado,Belo Horizonte,MG,Sudeste,12,5.0,True
ORD100271,CUST1083,2025-08-30,Cadeira Office,Móveis,947.36,2,0.15,1610.51,Cartão de Débito,Site,Entregue,Novo,Feminino,Fortaleza,CE,Nordeste,3,5.0,True
ORD100147,CUST1182,2025-08-30,Monitor 27,Eletrônicos,1470.57,1,0.0,1470.57,Cartão de Crédito,Marketplace,Em transporte,Novo,Não informado,Porto Alegre,RS,Sul,12,5.0,True
ORD100167,CUST1009,2025-08-30,Mochila,Acessórios,201.36,1,0.1,181.22,Pix,Site,Entregue,Recorrente,Não informado,São Paulo,SP,Sudeste,7,5.0,False
ORD100156,CUST1100,2025-09-01,Smartphone X,Eletrônicos,2960.31,3,0.05,8436.88,Pix,Marketplace,Em transporte,Novo,Masculino,Porto Alegre,RS,Sul,6,5.0,False
ORD100185,CUST1050,2025-09-02,Chocolate,Alimentos,25.09,2,0.2,40.14,Boleto,Aplicativo,Cancelado,Recorrente,Masculino,Curitiba,PR,Sul,10,5.0,False
ORD100264,CUST1161,2025-09-04,Camiseta,Roupas,88.11,1,0.05,83.7,Cartão de Débito,Site,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,4,4.0,False
ORD100273,CUST1180,2025-09-05,Mesa Escritório,Móveis,1203.76,2,0.05,2287.14,Cartão de Débito,Marketplace,Entregue,Novo,Feminino,Fortaleza,CE,Nordeste,15,3.0,False
ORD100293,CUST1146,2025-09-05,Livro,Livros,73.13,2,0.05,138.95,Cartão de Débito,Site,Entregue,Recorrente,Feminino,Goiânia,GO,Centro-Oeste,9,4.0,False
ORD100155,CUST1001,2025-09-06,Notebook Pro 15,Eletrônicos,4082.51,1,0.15,3470.13,Cartão de Crédito,Site,Cancelado,Recorrente,Não informado,Porto Alegre,RS,Sul,4,,False
ORD100112,CUST1163,2025-09-08,Tênis Esportivo,Roupas,408.24,1,0.0,408.24,Boleto,Site,Cancelado,Recorrente,Não informado,Salvador,BA,Nordeste,13,1.0,True
ORD100041,CUST1069,2025-09-09,Monitor 27,Eletrônicos,1629.4,4,0.0,6517.6,Boleto,Marketplace,Em transporte,Novo,Masculino,São Paulo,SP,Sudeste,7,4.0,False
ORD100181,CUST1119,2025-09-11,Fone Bluetooth,Eletrônicos,253.07,2,0.0,506.14,Cartão de Débito,Aplicativo,Em transporte,Recorrente,Masculino,Salvador,BA,Nordeste,3,4.0,False
ORD100073,CUST1010,2025-09-11,Monitor 27,Eletrônicos,1631.69,1,0.05,1550.11,Pix,Aplicativo,Em transporte,Recorrente,Não informado,Goiânia,GO,Centro-Oeste,15,4.0,False
ORD100082,CUST1066,2025-09-12,Cadeira Office,Móveis,883.44,4,0.15,3003.7,Cartão de Crédito,Aplicativo,Entregue,Novo,Não informado,Rio de Janeiro,RJ,Sudeste,5,3.0,False
ORD100085,CUST1165,2025-09-13,Livro,Livros,74.63,1,0.1,67.17,Pix,Site,Cancelado,Recorrente,Feminino,Rio de Janeiro,RJ,Sudeste,12,4.0,False
ORD100165,CUST1051,2025-09-13,Monitor 27,Eletrônicos,1615.35,1,0.0,1615.35,Boleto,Site,Cancelado,Recorrente,,São Paulo,SP,Sudeste,4,5.0,True
ORD100079,CUST1070,2025-09-14,Monitor 27,Eletrônicos,1611.22,3,0.1,4350.29,Cartão de Débito,Site,Entregue,Recorrente,Não informado,Curitiba,PR,Sul,3,4.0,False
ORD100080,CUST1017,2025-09-14,Chocolate,Alimentos,24.86,2,0.15,42.26,Pix,Marketplace,Entregue,Recorrente,Masculino,São Paulo,SP,Sudeste,2,4.0,False
ORD100075,CUST1010,2025-09-14,Livro,Livros,64.08,1,0.2,51.26,Pix,Site,Entregue,Novo,Masculino,Fortaleza,CE,Nordeste,14,3.0,False
ORD100175,CUST1012,2025-09-15,Mouse Gamer,Eletrônicos,195.75,1,0.0,195.75,Cartão de Crédito,Site,Cancelado,Recorrente,Não informado,Curitiba,PR,Sul,2,4.0,False
ORD100109,CUST1099,2025-09-15,Tênis Esportivo,Roupas,398.51,1,0.15,338.73,Pix,Site,Entregue,Novo,Não informado,Fortaleza,CE,Nordeste,2,4.0,False
ORD100198,CUST1108,2025-09-16,Monitor 27,Eletrônicos,1541.36,2,0.0,3082.72,Boleto,Aplicativo,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,1,5.0,True
ORD100180,CUST1037,2025-09-17,Mouse Gamer,Eletrônicos,185.87,1,0.15,157.99,Cartão de Débito,Site,Cancelado,Novo,Feminino,Belo Horizonte,MG,Sudeste,7,5.0,False
ORD100177,CUST1107,2025-09-18,Teclado Mecânico,Eletrônicos,315.65,1,0.0,315.65,Boleto,Site,Entregue,Recorrente,Não informado,Salvador,BA,Nordeste,10,5.0,True
ORD100072,CUST1135,2025-09-18,Mouse Gamer,Eletrônicos,176.3,2,0.1,317.34,Cartão de Crédito,Marketplace,Cancelado,Recorrente,Feminino,Goiânia,GO,Centro-Oeste,2,1.0,False
ORD100107,CUST1032,2025-09-19,Fone Bluetooth,Eletrônicos,252.19,1,0.0,252.19,Cartão de Débito,Marketplace,Cancelado,Recorrente,Feminino,Fortaleza,CE,Nordeste,11,5.0,False
ORD100034,CUST1089,2025-09-21,Jaqueta,Roupas,286.62,2,0.05,544.58,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,14,5.0,True
ORD100099,CUST1120,2025-09-23,Café Especial,Alimentos,45.73,2,0.0,91.46,Pix,Site,Em transporte,Recorrente,Não informado,Brasília,DF,Centro-Oeste,4,5.0,True
ORD100130,CUST1092,2025-09-23,Mesa Escritório,Móveis,1292.09,2,0.05,2454.97,Cartão de Débito,Aplicativo,Entregue,Novo,Feminino,Goiânia,GO,Centro-Oeste,5,4.0,False
ORD100210,CUST1034,2025-09-24,Café Especial,Alimentos,48.04,1,0.15,40.83,Cartão de Débito,Aplicativo,Em transporte,Recorrente,Feminino,Curitiba,PR,Sul,15,5.0,True
ORD100007,CUST1071,2025-09-25,Camiseta,Roupas,83.09,1,0.0,83.09,Pix,Site,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,7,5.0,False
ORD100214,CUST1060,2025-09-25,Cadeira Office,Móveis,855.79,3,0.2,2053.9,Pix,Aplicativo,Entregue,Recorrente,Não informado,Curitiba,PR,Sul,12,4.0,False
ORD100242,CUST1157,2025-09-26,Cadeira Office,Móveis,961.6,2,0.15,1634.72,Cartão de Crédito,Marketplace,Entregue,Novo,Não informado,Curitiba,PR,Sul,9,5.0,True
ORD100283,CUST1113,2025-09-29,Mouse Gamer,Eletrônicos,164.55,1,0.15,139.87,Boleto,Marketplace,Entregue,Recorrente,Masculino,Belo Horizonte,MG,Sudeste,4,5.0,True
ORD100117,CUST1198,2025-09-30,Fone Bluetooth,Eletrônicos,255.83,2,0.0,511.66,Pix,Site,Entregue,Recorrente,Feminino,Brasília,DF,Centro-Oeste,12,2.0,False
ORD100093,CUST1011,2025-10-02,Fone Bluetooth,Eletrônicos,259.73,2,0.1,467.51,Cartão de Crédito,Marketplace,Entregue,Recorrente,Feminino,Rio de Janeiro,RJ,Sudeste,13,5.0,False
ORD100133,CUST1011,2025-10-03,Teclado Mecânico,Eletrônicos,322.23,1,0.15,273.9,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,11,1.0,True
ORD100001,CUST1191,2025-10-04,Fone Bluetooth,Eletrônicos,261.1,2,0.0,522.2,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Feminino,Curitiba,PR,Sul,12,1.0,False
ORD100138,CUST1081,2025-10-06,Smartphone X,Eletrônicos,2893.85,3,0.1,7813.4,Boleto,Site,Entregue,Recorrente,Feminino,Curitiba,PR,Sul,8,4.0,False
ORD100095,CUST1150,2025-10-09,Café Especial,Alimentos,45.79,4,0.0,183.16,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Não informado,Fortaleza,CE,Nordeste,14,3.0,False
ORD100200,CUST1127,2025-10-10,Teclado Mecânico,Eletrônicos,376.73,2,0.1,678.11,Cartão de Crédito,Site,Entregue,Recorrente,Feminino,Rio de Janeiro,RJ,Sudeste,4,5.0,False
ORD100011,CUST1128,2025-10-10,Chocolate,Alimentos,24.28,4,0.1,87.41,Pix,Site,Entregue,Recorrente,Feminino,Fortaleza,CE,Nordeste,9,4.0,True
ORD100232,CUST1007,2025-10-11,Mesa Escritório,Móveis,1190.75,1,0.0,1190.75,Cartão de Crédito,Site,Cancelado,Novo,Masculino,Curitiba,PR,Sul,3,3.0,False
ORD100106,CUST1175,2025-10-11,Mesa Escritório,Móveis,1099.45,1,0.0,1099.45,Cartão de Crédito,Site,Em transporte,Novo,Masculino,Brasília,DF,Centro-Oeste,8,5.0,False
ORD100160,CUST1150,2025-10-14,Jaqueta,Roupas,286.7,2,0.05,544.73,Boleto,Site,Em transporte,Recorrente,Masculino,Curitiba,PR,Sul,10,4.0,False
ORD100173,CUST1171,2025-10-15,Chocolate,Alimentos,27.22,1,0.0,27.22,Boleto,Aplicativo,Em transporte,Novo,Feminino,Fortaleza,CE,Nordeste,3,5.0,True
ORD100050,CUST1112,2025-10-15,Notebook Pro 15,Eletrônicos,3954.07,2,0.15,6721.92,Pix,Marketplace,Entregue,Recorrente,Não informado,Belo Horizonte,MG,Sudeste,10,4.0,False
ORD100136,CUST1045,2025-10-16,Smartphone X,Eletrônicos,2537.02,1,0.0,2537.02,Cartão de Crédito,Marketplace,Entregue,Recorrente,Masculino,São Paulo,SP,Sudeste,5,5.0,False
ORD100158,CUST1053,2025-10-16,Monitor 27,Eletrônicos,1624.05,1,0.0,1624.05,Cartão de Débito,Marketplace,Cancelado,Recorrente,Feminino,Rio de Janeiro,RJ,Sudeste,14,5.0,False
ORD100071,CUST1154,2025-10-16,Cadeira Office,Móveis,945.43,2,0.2,1512.69,Pix,Aplicativo,Cancelado,Recorrente,Masculino,Goiânia,GO,Centro-Oeste,5,5.0,True
ORD100068,CUST1029,2025-10-18,Mouse Gamer,Eletrônicos,189.02,1,0.0,189.02,Cartão de Crédito,Site,Em transporte,Novo,Não informado,Salvador,BA,Nordeste,11,5.0,False
ORD100238,CUST1064,2025-10-19,Smartphone X,Eletrônicos,2570.29,1,0.0,2570.29,Cartão de Crédito,Site,Entregue,Novo,Não informado,Salvador,BA,Nordeste,5,1.0,False
ORD100226,CUST1112,2025-10-21,Smartphone X,Eletrônicos,2749.39,1,0.05,2611.92,Cartão de Débito,Site,Entregue,Recorrente,Masculino,Belo Horizonte,MG,Sudeste,4,5.0,False
ORD100101,CUST1197,2025-10-22,Jaqueta,Roupas,266.5,2,0.15,453.05,Cartão de Débito,Marketplace,Em transporte,Recorrente,Não informado,Fortaleza,CE,Nordeste,14,5.0,True
ORD100288,CUST1182,2025-10-22,Smartphone X,Eletrônicos,3062.38,1,0.2,2449.9,Boleto,Site,Entregue,Recorrente,Masculino,Salvador,BA,Nordeste,4,4.0,True
ORD100005,CUST1189,2025-10-23,Chocolate,Alimentos,23.48,3,0.2,56.35,Cartão de Crédito,Site,Entregue,Recorrente,Não informado,Goiânia,GO,Centro-Oeste,5,5.0,False
ORD100123,CUST1126,2025-10-24,Monitor 27,Eletrônicos,1584.74,1,0.2,1267.79,Cartão de Débito,Aplicativo,Entregue,Recorrente,Não informado,Curitiba,PR,Sul,2,2.0,True
ORD100064,CUST1172,2025-10-27,Mochila,Acessórios,223.15,4,0.05,847.97,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Masculino,Rio de Janeiro,RJ,Sudeste,4,4.0,False
ORD100151,CUST1066,2025-10-27,Jaqueta,Roupas,287.85,2,0.05,546.92,Cartão de Crédito,Aplicativo,Entregue,Recorrente,Masculino,Brasília,DF,Centro-Oeste,6,2.0,False
ORD100291,CUST1027,2025-10-28,Teclado Mecânico,Eletrônicos,364.08,3,0.1,983.02,Cartão de Débito,Marketplace,Entregue,Novo,Feminino,Salvador,BA,Nordeste,4,5.0,True
ORD100121,CUST1105,2025-11-01,Mouse Gamer,Eletrônicos,186.95,1,0.2,149.56,Cartão de Débito,Marketplace,Entregue,Novo,Não informado,Porto Alegre,RS,Sul,11,2.0,False
ORD100076,CUST1174,2025-11-05,Notebook Pro 15,Eletrônicos,4276.67,4,0.05,16251.35,Cartão de Crédito,Aplicativo,Cancelado,Recorrente,Feminino,Curitiba,PR,Sul,5,5.0,True
ORD100019,CUST1193,2025-11-06,Chocolate,Alimentos,22.53,1,0.0,22.53,Boleto,Site,Entregue,Novo,Feminino,Recife,PE,Nordeste,4,4.0,True
ORD100263,CUST1018,2025-11-07,Tênis Esportivo,Roupas,376.88,2,0.05,716.07,Pix,Aplicativo,Entregue,Recorrente,Masculino,Recife,PE,Nordeste,6,3.0,False
ORD100299,CUST1128,2025-11-07,Mouse Gamer,Eletrônicos,179.68,2,0.05,341.39,Boleto,Aplicativo,Em transporte,Recorrente,Masculino,Porto Alegre,RS,Sul,9,4.0,True
ORD100215,CUST1083,2025-11-08,Café Especial,Alimentos,46.0,1,0.2,36.8,Cartão de Crédito,Site,Cancelado,Novo,Masculino,São Paulo,SP,Sudeste,1,,True
ORD100179,CUST1069,2025-11-08,Smartphone X,Eletrônicos,2703.08,1,0.1,2432.77,Boleto,Site,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,13,5.0,False
ORD100183,CUST1046,2025-11-09,Notebook Pro 15,Eletrônicos,3832.54,4,0.1,13797.14,Cartão de Débito,Aplicativo,Em transporte,Novo,Feminino,Rio de Janeiro,RJ,Sudeste,1,5.0,False
ORD100139,CUST1146,2025-11-12,Teclado Mecânico,Eletrônicos,342.73,2,0.0,685.46,Cartão de Crédito,Site,Cancelado,Novo,,São Paulo,SP,Sudeste,1,4.0,True
ORD100021,CUST1196,2025-11-13,Camiseta,Roupas,92.61,2,0.2,148.18,Cartão de Débito,Marketplace,Entregue,Recorrente,Não informado,Rio de Janeiro,RJ,Sudeste,1,2.0,False
ORD100042,CUST1147,2025-11-13,Cadeira Office,Móveis,882.94,2,0.15,1501.0,Boleto,Site,Entregue,Recorrente,Feminino,Belo Horizonte,MG,Sudeste,3,5.0,False
ORD100122,CUST1091,2025-11-14,Cadeira Office,Móveis,966.77,1,0.1,870.09,Cartão de Débito,Aplicativo,Entregue,Recorrente,Não informado,Recife,PE,Nordeste,15,3.0,False
ORD100061,CUST1025,2025-11-16,Notebook Pro 15,Eletrônicos,4063.46,1,0.0,4063.46,Pix,Marketplace,Em transporte,Recorrente,Não informado,Belo Horizonte,MG,Sudeste,13,4.0,False
ORD100118,CUST1017,2025-11-16,Teclado Mecânico,Eletrônicos,325.47,1,0.15,276.65,Pix,Aplicativo,Cancelado,Recorrente,Não informado,Rio de Janeiro,RJ,Sudeste,6,4.0,False
ORD100066,CUST1083,2025-11-17,Teclado Mecânico,Eletrônicos,329.12,1,0.1,296.21,Boleto,Site,Entregue,Novo,Feminino,Porto Alegre,RS,Sul,9,5.0,False
ORD100259,CUST1094,2025-11-17,Camiseta,Roupas,95.6,1,0.15,81.26,Cartão de Crédito,Marketplace,Em transporte,Recorrente,Masculino,Belo Horizonte,MG,Sudeste,8,5.0,False
ORD100289,CUST1033,2025-11-19,Jaqueta,Roupas,288.32,2,0.05,547.81,Pix,Marketplace,Cancelado,Recorrente,Masculino,Belo Horizonte,MG,Sudeste,9,5.0,False
ORD100142,CUST1014,2025-11-20,Cadeira Office,Móveis,927.84,2,0.0,1855.68,Cartão de Crédito,Site,Entregue,Recorrente,Não informado,Brasília,DF,Centro-Oeste,2,3.0,False
ORD100211,CUST1188,2025-11-20,Teclado Mecânico,Eletrônicos,366.63,2,0.0,733.26,Boleto,Site,Entregue,Recorrente,Feminino,Belo Horizonte,MG,Sudeste,8,4.0,False
ORD100184,CUST1089,2025-11-21,Livro,Livros,73.46,4,0.2,235.07,Cartão de Crédito,Site,Entregue,Recorrente,Masculino,Curitiba,PR,Sul,3,1.0,True
ORD100110,CUST1162,2025-11-22,Notebook Pro 15,Eletrônicos,4312.56,1,0.0,4312.56,Boleto,Aplicativo,Cancelado,Recorrente,Masculino,Recife,PE,Nordeste,9,5.0,True
ORD100104,CUST1088,2025-11-25,Chocolate,Alimentos,23.62,1,0.05,22.44,Cartão de Débito,Aplicativo,Cancelado,Novo,Masculino,São Paulo,SP,Sudeste,11,5.0,True
ORD100102,CUST1109,2025-11-26,Monitor 27,Eletrônicos,1708.1,1,0.1,1537.29,Boleto,Aplicativo,Cancelado,Novo,Masculino,Goiânia,GO,Centro-Oeste,9,3.0,False
ORD100193,CUST1065,2025-11-26,Notebook Pro 15,Eletrônicos,4574.39,2,0.15,7776.46,Pix,Marketplace,Entregue,Novo,Não informado,Fortaleza,CE,Nordeste,6,4.0,False
ORD100062,CUST1093,2025-11-27,Teclado Mecânico,Eletrônicos,340.57,2,0.2,544.91,Pix,Aplicativo,Em transporte,Recorrente,Não informado,Curitiba,PR,Sul,8,5.0,True
ORD100256,CUST1159,2025-11-27,Teclado Mecânico,Eletrônicos,374.29,2,0.1,673.72,Cartão de Débito,Site,Entregue,Recorrente,Feminino,Goiânia,GO,Centro-Oeste,8,4.0,False
ORD100209,CUST1186,2025-11-30,Monitor 27,Eletrônicos,1463.76,3,0.05,4171.72,Pix,Site,Entregue,Recorrente,Não informado,Recife,PE,Nordeste,4,5.0,False
ORD100067,CUST1177,2025-11-30,Cadeira Office,Móveis,963.13,3,0.0,2889.39,Cartão de Crédito,Marketplace,Em transporte,Novo,Masculino,Belo Horizonte,MG,Sudeste,12,4.0,False
